시장/마트 번호,시장/마트 이름,품목 이름,가격(원),년도-월,점검일자,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 이름
199,서울중앙시장,사과(부사 300g),2000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,배(중품),3000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,배추(중간),4000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,무(세척무),2600,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,양파(1.5kg망),2300,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,상추(100g),1100,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,오이(다다기),800,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,호박(인큐베이터)중간,1000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,쇠고기(한우불고기),26000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,돼지고기(생삼겹살),12500,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,닭고기(육계),5000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,달걀(10개),2350,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,달걀(30개),5100,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,명태(러시아냉동),4000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,조기(냉동수입산),3500,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,오징어,4000,18-Oct,2018-10-04,1,전통시장,중구
199,서울중앙시장,고등어,3000,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,사과(부사 300g),2000,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,배(중품),3000,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,배추(중간),4200,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,무(세척무),2600,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,양파(1.5kg망),2350,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,상추(100g),1150,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,오이(다다기),850,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,호박(인큐베이터)중간,1050,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,쇠고기(한우불고기),26500,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,돼지고기(생삼겹살),12000,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,닭고기,5000,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,달걀(10개),2400,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,달걀(30개),5150,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,명태(러시아냉동),3800,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,조기(냉동수입산),3400,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,오징어,3900,18-Oct,2018-10-04,1,전통시장,중구
11,남대문시장,고등어,3000,18-Oct,2018-10-04,1,전통시장,중구
10,용문시장,사과(부사 300g),3250,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,배(신고 600g),2800,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,배추(중간),3200,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,무(1kg),2800,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,양파(1.5kg망),2200,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,상추,1333,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,오이(다다기),750,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,애호박,2200,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,쇠고기(한우불고기),28800,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,돼지고기(삼겹살),13140,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,닭고기(육계),6000,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,달걀(10개),2900,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,달걀(30개),6500,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,조기(국산냉동),1250,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,명태(러시아냉동),0,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,오징어(냉동국산),2000,18-Oct,2018-10-04,1,전통시장,용산구
10,용문시장,고등어(생물국산),1500,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,사과(부사)중급(대),1500,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,배(중품)신고,2500,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,배추(2.5~3kg),5000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,무(1kg),3000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,양파(1.5kg망),3000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,상추(100g),1500,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,오이(다다기),600,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,애호박,1400,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,쇠고기(한우1등급),27000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,돼지고기(생삼겹살),13800,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,닭고기(육계),5000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,달걀(10개),2500,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,달걀(30개),5000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,조기(국산생물),833,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,명태(러시아냉동),3500,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,오징어(냉동국산),4000,18-Oct,2018-10-04,1,전통시장,용산구
62,후암시장,고등어(생물국산),1200,18-Oct,2018-10-04,1,전통시장,용산구
78,자양골목시장,사과(부사 300g),730,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,배(신고 600g),2500,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,배추(2.5~3kg),2800,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,무(1kg),2000,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,양파(1.5kg망),2800,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,상추(100g),980,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,오이,900,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,호박(인큐베이터),790,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,쇠고기(한우불고기),24000,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,돼지고기(삼겹살),15000,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,닭고기(육계),6500,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,달걀(10개),3290,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,달걀(30개),6290,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,냉동참조기(20cm국산),2000,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,명태(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,오징어(생물국산),2500,18-Oct,2018-10-04,1,전통시장,광진구
78,자양골목시장,고등어(생물국산),1500,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,사과(부사 300g),3500,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,배(신고 600g),3000,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,배추(2.5~3kg),5000,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,무(1kg),3500,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,양파(1.5kg망),3800,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,상추(100g),1600,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,오이,500,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,애호박,1000,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,쇠고기(한우불고기),27000,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,돼지고기(생삼겹살),16900,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,닭고기(육계),6500,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,달걀(10개),4700,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,달걀(30개),6200,18-Oct,2018-10-04,1,전통시장,광진구
